title,title_en,name,date,keywords,abstract,link,id
基于场景流不确定性模型的MOT SLAM算法研究,Research on MOT SLAM Algorithm Based on Scene Flow Uncertainty Model,"Jiajing Su,Yuan Zhu,Ke Lu",2025-09-19,"visual-inertial SLAM,3D object tracking,scene flow uncertainty model,instance segmentation,",Multi-object Tracking （MOT） combined with Simultaneous Localization and Mapping （SLAM） ， making full use of dynamic and static information in the scene， can improve positioning accuracy and robustness， which has received considerable attention. In this paper a 3D object tracking SLAM algorithm based on the scene flow uncertainty model is proposed. With stereo or RGB-D images as input， combining instance masks and IMU information， it can accurately detect dynamic features and jointly estimate the pose transformation of itself and the objects. For the problem that dynamic， static and temporary static features cannot be accurately identified， instance information and scene flow uncertainty modeling are combined for modeling to eliminate error interference and achieve accurate dynamic feature detection. For the problem that feature points of moving objects are scarce and difficult to track， KLT optical flow and instance information are combined to perform robust multi-level data association. By constructing a factor graph and introducing vehicle kinematic constraints， tightly coupled optimization of the vehicle's own and moving object poses and map point coordinates is achieved. Finally， comparative experiments are conducted on public datasets. The results show that the proposed algorithm can accurately track the pose transformation of itself and the moving objects.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.006,1857
一种高动态场景下视觉激光融合SLAM系统,LiDAR-Visual Fusion SLAM System for High-Dynamic Environment,"Yunshui Zhou,Chengyu Gao,Shengjie Huang,Runbang Zhang,Xin Chen,Yougang Bian,Hongmao Qin",2025-09-19,"SLAM,image,LiDAR,multi-sensor fusion,high-dynamic environment,",Accurate localization and mapping are critical for autonomous driving systems. However， single-sensor Simultaneous Localization and Mapping （SLAM） systems often struggle to operate reliably across different environment， particularly in highly dynamic scenes where dynamic obstacles can degrade accuracy or even cause system failure. Therefore， in this paper a LiDAR-Visual fusion SLAM framework tailored for high-precision mapping and localization problems in dynamic environment is proposed. Firstly， an odometry method that fuses sparse LiDAR point clouds with dense image data is designed， leveraging the high-precision ranging capabilities of LiDAR and the rich information provided by images to enhance odometry accuracy. To address challenges in highly dynamic scenes， based on a real-time image semantic segmentation network， BiSeNetV2， combined with motion feature detection techniques based on inter-frame and multi-frame sequences， the efficient and accurate identification of dynamic points among the 3D feature points obtained from the LiDAR-Visual fusion is realized， which are removed from the map to mitigate the influence of dynamic obstacles. Tests are carried out on the nuScenes autonomous driving dataset， and the results show significant improvement of the proposed system in accuracy and robustness of localization and mapping in dynamic environment.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.007,1858
十字路口视觉障碍下车辆-VRUs碰撞风险量化评估方法,Quantitative Assessment of Vehicle-VRUs Collision Risk at Intersection with Visual Obstacle,"Yong Han,Jiale Zhang,Di Pan,He Wu,Li Xu",2025-09-19,"autonomous driving safety,road characterization risk assessment model,cluster analysis,VRUs,risk quantification,",For the collision risk between vehicles and vulnerable road users （VRUs） at intersections with visual occlusions， in this study a driving risk assessment method integrating road environment characteristics is proposed. Based on 831 accident videos from the VRU-TRAVi （Vulnerable Road Users Traffic Accident database with Video）， K-modes clustering is used to extract three typical scenarios： signalized intersections， unsignalized intersections， and warning signal intersections. Through variability analysis， the study reveals significant correlation between kinematic parameters （vehicle speed VSpd， obstacle speed OSpd， vehicle acceleration VAcc， and obstacle acceleration OAcc） and road environment features. A risk assessment model （Urfr） is developed by setting safety thresholds based on the median values of kinematic parameters in clustered scenarios and incorporating road feature weights. The results show that： at traffic signalized intersections， the highest risk of driving occurs when the obstacle speed OSpd = 0， vehicle speed VSpd ≥ 45 km?h-1， acceleration VAcc ≥ 0. At unsignalized intersections， the highest risk of driving occurs when the obstacle OSpd = 0， vehicle VSpd ≥ 35 km?h-1， VAcc ≥ 0. At warning signalized intersections， the driving risk is highest when the obstacle speed OSpd ≤ 10.29 km?h-1， acceleration OAcc ≤ 0， and the vehicle VSpd ≥ 38 km?h-1， VAcc ≥ 3.74 m?s-2. The model quantifies the impact of road environment features on kinematic parameters， providing a theoretical foundation for risk prediction and active control of autonomous vehicles in visually occluded intersection scenarios.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.008,1859
基于路面分级的悬架参数自适应状态估计,Adaptive Suspension Parameters-Based State Estimation Using Road Classification,"Jiawei Shi,Hao Chen,Zhifei Zhang,Zhongming Xu,Kanlun Tan,Li Yang",2025-09-19,"<strong>road classification</strong>,<strong>adaptive suspension parameters</strong>,<strong>Kalman filtering</strong>,<strong>state estimation</strong>,",Accurate acquisition of relative suspension velocity information is crucial for improving vehicle ride comfort and stability. Road classification can provide prior information for suspension state estimation and control， thereby enhancing the accuracy of suspension state estimation. Therefore， in this paper an adaptive suspension parameters-based Kalman filter algorithm is proposed based on road classification. The algorithm adjusts the characteristics parameters of the suspension model and the covariance matrix of the Kalman filter according to the road classification results， so as to obtain accurate relative suspension velocity information. Firstly， a road classification method based on a Long Short-Term Memory neural network is designed using signals from the vehicle’s Inertial Measurement Unit. Next， a 7-degree-of-freedom vehicle suspension system model is constructed with road surface roughness as the input. A genetic algorithm is employed to identify the spring stiffness and damper coefficient for different road classes， resulting in an adaptive suspension parameter model and determining the process noise covariance matrix for each class. Finally， based on the road classification results， the corresponding suspension parameters and process noise covariance matrix are applied in the Kalman Filter to estimate the vehicle's relative suspension velocity. The MATLAB-ADAMS/Car co-simulation results show that compared with the Adaptive Kalman Filter （AKF） method， the proposed method improves the root mean square error of the estimated relative suspension velocities by 28.4%， 22.8%， 19.7%， 7.3%， and 24.1% for road classes ISO-A， ISO-B， ISO-C， ISO-D， and real-road conditions， respectively. The correlation coefficients of the estimated relative suspension velocities improve by 11.8%， 5.8%， 2.8%， 1.1%， and 7.2% for the same conditions， verifying the effectiveness and feasibility of the method.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.009,1860
基于特征熵奇异值分解的振动传递路径分析方法,A Vibration Transfer Path Analysis Method Based on Entropy Singular Value Decomposition,"Lingchen Kong,Xiaolei Yuan,Xuan Zhao,Qiang Yu,Chenyu Zhou,Rong Huang",2025-09-19,"electric vehicle,operational transfer path analysis,crosstalk elimination,entropy,",Operational transfer path analysis （OTPA） is an important way to identify the key transfer paths of complex mechanical systems， but the signal crosstalk between structures seriously affects the analysis accuracy of OTPA. In this paper， the traditional truncated singular value decomposition （TSVD） method is improved based on the entropy theory， and the operational transfer path analysis model based on the entropy singular value decomposition method （OTPA-ESVD） is constructed. In the proposed model， the singular value entropy is used to evaluate the information of eigenvalues， and then the principle of high-contribution pairing is used to design a more comprehensive singular value selection method， which overcomes the dependence on engineering experience of conventional TSVD. In this paper， an actual electric vehicle test is designed to verify the OTPA-ESVD model by comparing it with the operational transfer path analysis model based on the median singular value decomposition （OTPA-MSVD）. The results show that the performance of the OTPA-ESVD model is better than the OTPA-MSVD model under different driving conditions， and the reconstructed target signal of the OTPA-ESVD model is closer to the actual measured signal， with optimization of no less than 13.8% and 8.1% in the comparison of the error root mean square value and the amplitude of the key frequency， respectively.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.010,1861
湍流模型参数对气动力仿真精度影响研究,Study on Effect of Turbulence Model Coefficients on Accuracy of Aerodynamic Simulation,"Wenqiang Shang,Fengli Zhang,Wenjiang Wang,Qiuli Luo,Peng Zhou",2025-09-19,"automotive aerodynamics,turbulence model coefficients,aerodynamic drag,aerodynamic lift,","The shear-stress-transport （SST） k-ω turbulence model is one of the best comprehensive two-equation turbulence models available and is widely used in the research of automotive aerodynamics. The existing studies have shown that the closure coefficients in the SST?k-ω turbulence model significantly affect the accuracy of aerodynamic simulation for vehicles. However， most researches are limited to simplified models. Therefore， in this paper， the impact of the typical turbulence model coefficients on the accuracy of aerodynamic simulations of a sedan is studied under stationary wheel conditions. It is found that the turbulence model coefficients σω1,?σω2,?β*and CT are linearly related to aerodynamic drag and lift， while approximately quadratic for a1. Furthermore， this paper uncovers the influence mechanism of turbulence model coefficients on the flow field around the vehicle， and the recommended values for turbulence model coefficients to improve the accuracy of aerodynamic simulation are provided： σω1=0.3， σω2=0.7， β*=0.06， a1=0.5 and CT=1.0.This paper provides theoretical and engineering guidance for more accurate and reliable aerodynamic simulation of vehicles.",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.011,1862
液力缓速器充排油系统的建模与特性分析,Modeling and Characteristics Analysis of Oil Charging and Discharging System of Hydraulic Auxiliary Braking System,"Maohan Xue,Yao Fu,Xiaohu Geng,Shaohua Sun,Yulong Lei",2025-09-19,"auxiliary braking,hydraulic retarder,computational fluid dynamics,torque characteristics,response time,","Parallel hydraulic retarder is an auxiliary braking device in the heavy-load and long-term downhill process of commercial vehicles. The complex and difficult physical changing process inside the working chamber determines the response time and braking torque. The equivalent hydraulic model is established in this paper to describe the nonlinear coupling relationship between the inputting control pressure and the outputting braking characteristics of the oil filling and discharging system， and the relationship between the input and output is clarified， which is the intermediate variable ""liquid filling rate"". It is found that with the increase of vehicle speed， the amount of oil in the working chamber decreases and the braking torque eventually decreases. When the pressure is 2.5 bar， the braking torque of hydraulic retarder reaches the maximum of 4 044 N·m at 1 290 r/min， and then the braking torque decreases with the increase of rotating speed. Meanwhile， the model can effectively predict the response time of oil filling and discharging， and the maximum error between simulation and experiment is 16.12%. The changing process of oil charging and discharging system is accurately analyzed and the relevant characteristics are obtained in this paper， which can assist the structural design of hydraulic retarder and the control of vehicle braking process.",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.012,1863
准晶体基固态热二极管及其热管理应用研究,Study on Quasicrystal-Based Solid-State Thermal Diodes and Application in Thermal Management,"Jinjia Zhang,Han Wen,Yong Liu,Ke Wang",2025-09-19,"thermal diode,thermal rectification,quasicrystal,heat transfer simulation,",Thermal diodes， with unidirectional heat transfer properties， have great potential in the thermal management systems of electric vehicles. In this study， based on a large materials property database， the optimal material combinations are screened to construct high-performance composite solid-state thermal diodes. Through one-dimensional model and finite element simulation， the results show that the thermal rectification ratio of the optimized quasicrystal-based solid-state thermal diode can reach 3.2， significantly improving thermal management efficiency. This research provides key theoretical and practical insights for applying solid-state thermal diodes in electric vehicle thermal management.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.013,1864
电动汽车大功率快充线缆单相液冷特性研究,Single-phase Liquid Cooling Characteristics of High-Power Fast-Charging Cables for Electric Vehicles,"Zhilong Zhou,Gangtao Liang",2025-09-19,"charging cable,single-phase liquid cooling,current carrying capacity,channel arrangement,",With the rapid increase in the number of electric vehicles， the pain points of slow charging and difficult charging of electric vehicles have become more and more obvious. In order to meet the rapid charging demand of electric vehicles， high-power fast charging technology has emerged. However， the elevated charging current will precipitate a precipitous increase in the temperature of charging cable， and its cooling problem has become a significant challenge in the development of high-power fast charging technology for electric vehicles. In this study， the effect of liquid cooling channel arrangement， coolant mass flow rate， and inlet subcooling degree on the temperature distribution of cables are comparatively analyzed by numerical simulation. The results show that when the core cross-sectional area and liquid-cooling channel cross-sectional area remain constant， the cooling effect of liquid-cooling channel external configuration on charging cables is better than that of internal configuration. Increasing the inlet subcooling degree can decrease the temperature of charging cable， however， there exists an optimal mass flux of 500 kg/（m2·s）. Under the working conditions specified in this study， the liquid-cooled cable is capable of withstanding a maximum current of 1 250?A， which is ten times of a standard cable.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.014,1865
车载TSN流量调度系统设计及验证,Design and Verification of Vehicle TSN Traffic Scheduling System,"Jingyao Qu,Sen Zhao,Lijin Zhao,Lihua Yang,Jun Huang,Hongwei Yin,Wei Chang",2025-09-19,"in-vehicle Ethernet,TSN,Qbv,",As the automotive industry continues to advance in intelligence and connectivity， vehicle functions are becoming increasingly complex， driving the regional electronic and electrical architectures becoming the mainstream approach. In such complex regional architectures， ensuring the reliability， real-time performance， and determinism of data interaction is particularly critical. Time-Sensitive Network （TSN） protocol suite has gained significant attention for its ability to achieve deterministic minimal latency in non-deterministic Ethernet environment. To address the inability of traditional Ethernet to meet deterministic low-latency requirements， in this paper the time-aware scheduling mechanism defined by the IEEE 802.1Qbv protocol in TSN （Time-Sensitive Networking） technology is introduced. By employing RTaW network simulation and an S32G hardware system implementation， the solution is adapted to the third-generation automotive electrical/electronic （E/E） architecture. It achieves distributed traffic scheduling through a regional controller + TSN switch design， utilizing gate control lists （GCL） to enable staggered transmission and coordinated scheduling of multiple types of periodic data streams. The simulation results show that， under the time-aware gated scheduling mechanism， the critical flow in the in-vehicle network achieves a 17% reduction in average end-to-end delay， a 99.2% decrease in jitter， and an 86% improvement in maximum waiting delay.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.015,1866
基于多相流模型的油冷电机内部流动及散热特性研究,Study on Internal Flow and Heat Dissipation Characteristics of Oil-Cooled Electric Motors Based on Multiphase Flow Model,"Yichen Zhu,Yuwei Sun,Sihua Liu,Jianghaoyu Yan,Li Zhai,Mindi Zhang",2025-09-19,"electric vehicle,permanent magnet drive motor,numerical calculation,oil cooling method,",Oil cooled motor has attracted much attention in recent years because of its compact design and good cooling performance. In order to improve the heat dissipation effect of the motor， in this paper the multiphase flow model based on VOF is used to conduct numerical simulation research on two kinds of oil-cooled permanent magnet synchronous motors. Firstly， by comparing the simulation results of the two motors with the experimental results under the rated working conditions， it can be seen that the maximum temperature relative error is less than 5%， which proves that the numerical method is accurate and reliable. Then， the research on the internal oil flow and cooling heat dissipation characteristics of the motor cooling system is carried out under rated working conditions. The results show that the highest temperature of the winding and stator of motor I is 98 and 93.8 ℃ respectively， with the temperature non-uniformity of 4.28% and 5.48% respectively. The highest temperature of the winding and stator of the motor II is 93.0， 92.5 ℃， with the temperature non-uniformity of 3.62% and 5.08%， respectively. At the same time， it is found that although the rotor oil dumping cooling method can make the oil distribution more uniform and improve the cooling efficiency of the cooling oil， it will increase the starting time of the motor cooling system. The study provides theoretical basis for subsequent optimization design of efficient and reliable oil-cooled cooling system.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.016,1867
基于机器视觉的铝蜂窝扩胞CAE模型参数自动化标定技术研究,Research on Automotive Calibration Technique for Aluminum Honeycomb Cell Scaling CAE Model Based on Machine Vision,"Enze He,Guojie Wang,Zhi Fu,Aimin Shi",2025-09-19,"aluminum honeycomb,CAE calibration,strain contour vision,automation,",To promote the aluminum honeycomb cell scaling CAE model calibration efficiency， which is mainly affected by the difficulty of deformation mode recognition， the plastic strain contour plot vision based deformation mode criterion is proposed in this paper. The new method， along with the traditional stiffness criterion， is integrated into an automated script by python， which is applied in the ACMDB aluminum honeycomb cell scaling CAE model calibration process. The results show that the proposed deformation mode criterion is highly correlated with the aluminum honeycomb compression deformation mode， and the developed automated script can effectively reduce the dependence of the calibration process on engineers.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.017,1868
3D打印Voronoi梯度泡沫材料动态力学特性研究,Research on the Dynamic Mechanical Properties of 3D Printed Voronoi Gradient Foam Material,"Geng Luo,Zhaofei Zhu,Yaozhi Xiao,Yisong Chen",2025-09-19,"gradient foam,3D printing,dynamic response,dual-wave model,critical velocity,",The integration of gradient design into foam materials offers a promising approach to regulating their mechanical properties and improving energy absorption. In this study， foam materials with both layered and continuous gradient structures are designed and fabricated using Voronoi diagrams and 3D printing technology. A finite element model， which considers the strain rate of the matrix material， is developed and validated through quasi-static compression tests. The dynamic mechanical properties and deformation behaviors of the gradient foam materials are subsequently investigated. The results reveal that for foams with a positive gradient， under varying loading velocities， the lower-density end （i.e.， the loading end） deforms first and the deformation propagates toward the support end， forming a distinct plastic shock wave， referred to as the forward single-wave mode. In contrast， for foams with a negative gradient， as the loading velocity increases， they sequentially exhibit reverse single-wave mode， double-wave mode， and forward single-wave mode. The deformation modes of layered gradient and continuous gradient foams are similar， with the difference diminishing as the number of layers increases. The theoretical models for single-wave and double-wave behaviors of gradient foams， based on stress wave theory， accurately predict the stresses at both the impact and support ends under different impact velocities. Furthermore， the analysis of the critical velocity for negative gradient foams indicates that when the gradient rate is small， the support end， with its larger cells， is more likely to deform， thus reducing the inertial effect associated with increased loading velocities. This leads to an increase in the second critical velocity range for the double-wave mode， that is， the second critical velocity increases， while the first critical velocity exhibits lower sensitivity to the gradient rate. With the rise in impact velocity， the energy absorption performance of negative gradient foams is significantly enhanced.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.018,1869
超声-铸挤一体化成形高强Mg-4Y-3Zn-2Al合金研究,Research on High Strength Mg-4Y-3Zn-2Al Alloy Formed by Ultrasonic Vibration Continuous Squeeze Casting-Extrusion,"Shilong Li,Jianyu Li,Peijie Xiao,Shiwei Xu,Kewang Xiang,Shusen Wu,Shulin Lü",2025-09-19,"Mg alloy,ultrasonic vibration,continuous squeeze casting-extrusion,microstructure,mechanical properties,",The effect of ultrasonic treatment on the microstructure and properties of Mg-4Y-3Zn-2Al （wt.%） magnesium alloy formed by continuous squeeze casting-extrusion is investigated. The changes in microstructure and mechanical properties of the as-cast and extruded alloys before and after ultrasonic treatment are investigated by XRD， DSC， SEM， EBSD， and quasi-static tensile tests. The results show that ultrasonic treatment significantly refines the size of the primary Al2Y phase and eliminates the agglomeration of the primary phase. After continuous squeeze casting-extrusion， the grain size is refined to 2 μm， resulting in a fully recrystallized equiaxed grain structure. After ultrasonic treatment， the yield strength and tensile strength of the extruded alloy is 246.8 and 307.5 MPa， respectively， with an elongation of 17%. Compared with the non-ultrasonic treatment alloy， its elongation is greatly improved （by 95%） while the strength also increases， achieving a good strength-plasticity match.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.09.019,1870
依托多风格强化学习的车辆轨迹跟踪避撞控制,Vehicle Trajectory Tracking and Collision Avoidance Control Based on Multi-style Reinforcement Learning,"Liming Xiao,Fawang Zhang,Liangfa Chen,Haoqi Yan,Fei Ma,Shengbo Eben Li,Jingliang Duan",2024-06-19,"multi-style,DSAC,trajectory tracking,active collision avoidance,",Trajectory tracking and collision avoidance are key functions of vehicle intelligence. For the singular control style limitation of existing control methods in the same scene， a novel multi-style reinforcement learning （RL） method is proposed in this paper. To achieve diversity in control styles， style indicators are innovatively incorporated into value and policy networks to establish a multi-style tracking and collision avoidance policy network. Alongside this， a multi-style policy iteration framework is developed combining the distributional RL theory. Based on the framework， a multi-style distributional soft actor-critic algorithm （M-DSAC） is put forward. Through simulation and real vehicle tests， it is validated that the proposed method is capable of executing trajectory tracking and collision avoidance tasks across various driving styles， such as aggressive， neutral， and conservative， with the real vehicle’s steady-state trajectory tracking error less than 5 cm， with high control accuracy. The average single-step decision-making time for the real vehicle is merely 6.07 ms， meeting real-time requirements.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.06.001,1871
驾驶场景下结合运动速度以及外观特征的多类多目标跟踪方法,A Multi-class Multi-target Tracking Algorithm Combining Motion Speed and Appearance Features in Driving Scenarios,"Hai Wang,Yuxuan Ding,Tong Luo,Meng Qiu,Yingfeng Cai,Long Chen",2024-06-19,"autonomous driving,multi-target tracking,multi-category,",Multi-target tracking algorithms based on camera sensors are crucial to autonomous driving. In driving scenarios， traditional association schemes based on Intersection over Union（IoU） of front and back frames are subject to a great deal of ID switches， which is more pronounced in the case of opposing traffic and self-turning vehicles. In this paper， the target's motion speed in the 2D plane is taken as a variable to extend the matching space to design IoU based on the target's speed change： the Velocity IoU， so as to optimize the front and back frame target association method. Meanwhile， a self-supervised appearance model is used to extract the appearance features of different targets. Based on the above motion model as well as the appearance model， a complementary association strategy is proposed， which ultimately achieves multi-category multi-target tracking in driving scenarios. The method is validated on BDD100K， with corresponding mMOTA of 45.2， mIDF1 of 55.2， and IDs of 8 793， which outperforms most tracking algorithms.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.06.002,1872
基于多模态轨迹预测的智能车轨迹规划研究,Research on Intelligent Vehicle Trajectory Planning Based on Multimodal Trajectory Prediction,"Jing Huang,Xiangzhen Liu,Xiaoyang Deng,Ran Chen",2024-06-19,"autonomous driving,trajectory planning,multimodal trajectory prediction,driving intention,",Due to the uncertainty of the driver's intention under the mixed traffic flow， the driving trajectory will present multimodal attributes. In order to improve safety and realize personalized driving， a trajectory planning algorithm for intelligent vehicle based on the multimodal trajectory prediction of environmental vehicles is proposed in this paper. Firstly， a trajectory prediction model is established by combining graph convolutional neural network （GCN） and long short-term memory network （LSTM） with attention mechanism to predict the probability distribution of future trajectories under different types of driving intention. Then， for the set of predicted trajectories under multi-intention probabilities of environmental vehicles， a certain probability threshold is set to select sure trajectories according to the automatic driving style preference， which is projected onto the planning path to generate the S-T diagram， and speed planning based on collision risk avoidance is carried out through dynamic planning and quadratic planning. Finally， based on the model predictive control （MPC）， the model proposed in this paper is simulated and tested in typical lane changing scenarios and real-road scenarios of NGSIM and compared with the existing model for validation. The results show that the model proposed in this paper is better than the model in comparison in terms of safety， comfort， and driving efficiency， which can realize the optimal trajectory planning under the premise of accurately predicting future trajectories of the environmental vehicles to ensure safe and efficient driving of autonomous vehicles.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.06.003,1873
基于时空风险的智能驾驶车辆避险决策规划,Risk Avoidance Decision Planning for Intelligent Driving Vehicles Based on Spatiotemporal Risk,"Chao Yang,Fan Yang,Weida Wang,Tianqi Qie,Yansong Wang,Hongwei Wang",2024-06-19,"intelligent driving,decision planning,risk assessment,driving risk field,",In order to improve the collision risk assessment method of intelligent driving vehicles in complex road scenarios to generate effective risk avoidance trajectories in real time， in this paper a risk avoidance decision planning method for intelligent driving vehicles based on spatiotemporal risk is proposed. Firstly， the multi-domain risk measurement of time-space coupling is used as the evaluation index to supervise the horizontal and longitudinal collision risk of intelligent driving vehicles. At the same time， the change of driving risk index is monitored in real time. Through the correlation analysis with the risk database of typical risk avoidance scenarios， potential collision risk is judged， so as to avoid the risk in advance. Then， according to the driving risk field， the uneven sampling of the vehicle target state is carried out to avoid the driving area with high driving risk and improve the safety and real-time performance of the risk avoidance planning. The experimental results show that the proposed risk avoidance decision planning method can safely and effectively avoid the risk of horizontal and longitudinal collision， which can detect the potential collision risk 0.5 s in advance according to the time domain correlation analysis of the risk index， so as to avoid the risk smoothly in advance. The average planning time of the risk avoidance trajectory can be shortened from 0.13 to 0.07 s by uneven sampling.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.06.004,1874
自动驾驶汽车避撞极限研究,Research on Collision Avoidance Limit of Autonomous Vehicles,"Guodong Wang,Li Liu,Yu Meng,Haiping Du,Guoxing Bai,Qing Gu",2024-06-19,"autonomous vehicles,integrated vehicle dynamics,collision avoidance control,collision avoidance limit,Gauss pseudospectral method,",The precise computation of the limit collision avoidance （CA） distance for various collision avoidance control strategies is the basis for collision avoidance decision-making and control of autonomous vehicles. To clarify the impact of differential braking control on CA distance， explore the limit collision avoidance capability of steering and differential braking integrated control， and improve the calculation accuracy of the limit CA distance， in this study， a method for calculating the limit CA distance of autonomous vehicles based on nonlinear integrated vehicle dynamics and optimal control theory is proposed. Firstly， a nonlinear 7-degree-of-freedom integrated vehicle dynamics model and a Pacejka tire model with combined slip conditions are established. Subsequently， based on the established models， a limit CA distance solution problem is constructed， which is then transformed into an optimal control problem. Next， the Gauss Pseudospectral Method （GPM） is designed to convert the optimal control problem into a nonlinear programming problem and solve it. Finally， the limit CA distances for steering control， braking control， steering and braking integrated control， and steering and differential braking integrated control are analyzed， and compared with the limit CA distances calculated based on the particle model and that tested by CarSim. The results show that the integrated control of steering and differential braking can further reduce the CA distance and significantly improve the collision avoidance capability of autonomous vehicles. The method proposed in this study can significantly improve the calculation accuracy of limit CA distance and the reliability of CA decision results.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.06.005,1875
基于强弱感知设计的驾驶员危险感知状态识别模型研究,Research on the Driver's Hazard Perception State Recognition Model Based on Strength and Weakness Perception Design,"Juan Zeng,Hao Wang,Bo Xu,Hongchang Zhang",2024-06-19,"traffic engineering,perceptual mechanism,machine learning,hazard perception,strength and weakness perception,",Driver hazard perception plays an important role in preventing and reducing road traffic accidents. For the disadvantages of inconsistent representation of feature vectors of hazard perception and insufficient interpretability of algorithms to practical problems， in this paper 3×2×2 experimental scenarios of three dimensions in terms of danger resource， overt and covert hazard scenes， strong and weak hazard perception state through artificial control to realize the predetermined classification of hazard perception. A combination of paired T-test and Wilcoxon signed-rank test is designed to quantitatively compare the difference of features in the state of strong and weak perception. A binary classification of hazard perception state based on 10-fold cross-parameter tuning SVM algorithm is proposed. The results show that drivers are more active in reacting to danger in the state of strong hazard perception， tending to avoid danger rather than emergency avoidance， while maintaining a lower speed， preferring throttle control rather than brake control， with increase of gaze and saccade behaviors. In the scene of covert hazard source， the driver's manipulation is stronger and more frequent， and the level of HP affected by the overt and covert hazard is related to the type of hazard， with highest level by motorcycle and lowest by human. At C=1， γ=0.1， the SVM model has the best performance with the accuracy of 89.2%， the precision of 90.6%， the recall of 87.8%， and the F1 value of 0.888 when the time headway， standard deviation of vehicle speed， maximum brake pedal force， standard deviation of acceleration， pre-deceleration time， mean vehicle speed， standard deviation of throttle opening， number of saccades， number of fixations are selected as features. The model of XGBoost has lower recognition ability for weak perception than the model of SVM. This study has significant guiding significance for the quantitative evaluation of drivers' hazard perception state.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.06.006,1876
基于云端地图的智能网联商用车质量估计算法研究,Research on Mass Estimation Algorithm of Intelligent and Connected Commercial Vehicle Based on Cloud Road Map,"Ao Zhang,Shuyan Li,Bolin Gao,Keke Wan,Guang Zhou,Tongyi Cao",2024-06-19,"intelligent and connected vehicle,cloud control system,mass estimation,extended Kalman filtering,",Vehicle mass is a key state variable of vehicle dynamics parameters. In the driver assistance system， accurate estimation of the vehicle mass is important for the planning and control algorithms. Traditional mass estimation algorithms face challenges in estimating road slope and vehicle mass at the same time. In particular， the error of slope estimation may seriously affect the accuracy of mass estimation. Currently， the cloud control platform provides high-precision road map information， which provides a new idea for further optimizing the mass estimation algorithm. Based on the vehicle-cloud collaborative framework of the cloud control platform， the system architecture of commercial vehicle mass estimation under the cloud control system is designed in this paper. Then， based on the extended Kalman filter theory， combining with the road map information in the cloud， the commercial vehicle mass estimation algorithm is developed. The vehicle mass is estimated by taking the road slope as a known parameter rather than a variable state parameter， and the algorithm is compared and verified by the driving data collected by the real vehicle test. The experimental results show that the mass estimation algorithm based on cloud slope information can achieve fast convergence under no-load and full-load conditions， and the absolute percentage error of the estimated mass is within 3%. Compared with the traditional algorithm of simultaneous estimation of mass and slope， it can converge to the real mass of the vehicle faster and more accurately.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.06.007,1877
